，	 342479
。	 182101
 	 117815
之	 75949
、	 58908
年	 46923
一	 37487
以	 34527
十	 34091
為	 30758
二	 30432
三	 25594
其	 25559
也	 25307
國	 25025
不	 24694
人	 24106
大	 23224
於	 22830
：	 22170
者	 21324
有	 20849
中	 19885
而	 19639
子	 19565
曰	 19090
王	 18640
》	 17900
《	 17898
四	 17738
「	 17706
」	 17634
五	 17194
日	 16652
九	 15960
文	 15159
月	 14833
軍	 14217
六	 13624
八	 13527
市	 12655
西	 12326
七	 12259
南	 12253
所	 11819
公	 11738
帝	 11432
至	 11116
成	 10691
元	 10643
自	 10621
學	 10560
東	 10460
與	 10431
後	 10233
太	 10045
時	 10030
州	 10010
事	 9770
將	 9730
書	 9637
山	 9606
天	 9580
下	 9428
）	 9411
民	 9395
（	 9382
北	 9328
兵	 9076
名	 8971
乃	 8965
平	 8810
上	 8701
長	 8582
無	 8525
百	 8310
本	 8296
立	 8277
是	 8174
世	 8060
明	 7854
生	 7821
郡	 7668
行	 7481
可	 7417
言	 7405
·	 7399
諸	 7233
地	 7230
使	 7186
未	 7110
漢	 7087
得	 7059
數	 7032
入	 6884
皆	 6855
安	 6762
亦	 6758
道	 6748
德	 6737
城	 6688
宗	 6584
故	 6526
政	 6500
出	 6497
等	 6473
；	 6432
史	 6423
此	 6409
及	 6402
和	 6358
馬	 6324
萬	 6313
又	 6305
相	 6249
主	 6238
部	 6231
多	 6184
縣	 6073
遂	 6047
高	 6006
今	 6003
法	 5934
方	 5906
復	 5830
皇	 5800
氏	 5785
在	 5749
海	 5743
士	 5726
武	 5645
江	 5589
會	 5511
則	 5501
同	 5386
戰	 5383
然	 5370
千	 5300
正	 5299
家	 5298
府	 5289
善	 5229
語	 5223
都	 5197
見	 5194
新	 5187
字	 5170
陽	 5151
知	 5137
第	 5129
從	 5103
朝	 5093
傳	 5074
官	 5063
謂	 5050
師	 4981
治	 4912
如	 4880
〇	 4879
合	 4858
分	 4852
用	 4845
斯	 4842
臣	 4840
作	 4787
金	 4689
宜	 4620
爲	 4611
初	 4576
令	 4567
義	 4564
爾	 4526
利	 4487
古	 4475
清	 4472
水	 4452
司	 4414
稱	 4413
村	 4383
定	 4336
河	 4336
內	 4292
町	 4280
命	 4274
祖	 4239
欲	 4232
能	 4213
共	 4201
區	 4126
京	 4123
小	 4118
華	 4105
里	 4088
號	 4084
始	 4060
先	 4025
通	 4025
夫	 4004
報	 3990
曆	 3948
建	 3919
光	 3892
原	 3887
餘	 3884
秦	 3871
克	 3845
屬	 3835
君	 3816
前	 3780
或	 3764
進	 3755
居	 3688
守	 3675
封	 3660
英	 3655
卒	 3640
死	 3629
門	 3625
羅	 3618
廣	 3612
李	 3605
(	 3591
非	 3576
代	 3574
物	 3572
張	 3571
｜	 3568
外	 3563
-	 3558
理	 3556
侯	 3533
周	 3531
田	 3531
唐	 3530
即	 3525
{\	 3512
若	 3501
位	 3480
當	 3478
矣	 3473
似	 3456
何	 3409
教	 3404
化	 3396
女	 3366
劉	 3331
=	 3329
興	 3327
聞	 3320
父	 3315
卷	 3300
川	 3292
眾	 3279
間	 3270
重	 3257
孫	 3253
改	 3251
歸	 3246
遣	 3239
因	 3235
情	 3235
美	 3232
尚	 3220
加	 3212
2	 3176
臺	 3172
.	 3164
,	 3158
總	 3143
志	 3127
林	 3116
經	 3110
亞	 3105
列	 3102
來	 3097
母	 3078
吳	 3073
任	 3070
路	 3053
{	 2987
常	 2970
陳	 2968
)	 2963
省	 2947
次	 2924
集	 2918
石	 2913
起	 2911
已	 2903
晉	 2901
議	 2898
島	 2894
殺	 2888
功	 2877
請	 2864
？	 2863
魏	 2861
昭	 2846
度	 2841
 	 2839
論	 2836
處	 2832
實	 2829
白	 2822
首	 2822
力	 2806
后	 2803
詳	 2792
宋	 2785
記	 2780
音	 2770
阿	 2753
神	 2750
心	 2739
の	 2720
細	 2719
意	 2705
必	 2704
制	 2697
攻	 2695
少	 2678
凡	 2671
黃	 2666
齊	 2651
}	 2618
左	 2618
敗	 2602
紀	 2595
統	 2590
開	 2577
遷	 2574
章	 2569
宮	 2554
焉	 2546
基	 2545
置	 2543
取	 2539
並	 2533
既	 2531
于	 2530
樂	 2526
降	 2522
夏	 2519
還	 2518
去	 2517
發	 2517
表	 2500
拉	 2479
賊	 2466
春	 2464
權	 2455
歲	 2445
韓	 2443
舉	 2439
蘇	 2438
廿	 2429
體	 2427
圖	 2416
甚	 2414
督	 2401
維	 2395
嘗	 2387
黨	 2385
趙	 2376
禮	 2365
龍	 2364
1	 2358
福	 2355
關	 2341
拜	 2339
詔	 2334
信	 2321
+	 2305
土	 2300
校	 2300
全	 2293
鎮	 2292
業	 2273
口	 2267
院	 2265
由	 2258
異	 2258
蓋	 2258
弟	 2252
特	 2249
破	 2243
忠	 2231
甲	 2219
吾	 2218
越	 2213
易	 2211
displaystyle	 2211
達	 2210
領	 2200
蘭	 2191
節	 2189
反	 2186
仁	 2170
擊	 2154
零	 2149
寧	 2148
乎	 2146
流	 2142
康	 2133
孝	 2132
宣	 2119
親	 2119
我	 2105
布	 2100
電	 2098
說	 2093
伯	 2084
港	 2084
景	 2078
